Name,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing City,Billing Province,Billing Country,Shipping City,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Risk Level,Source,Duties,Billing Province Name,Shipping Province Name
#1637,,,,,,,,,,31/05/2022 12:20,1,Rieker - 94783-68- Mais - 39 / MAIS,94783.68 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1637,,,,,,,,,,31/05/2022 12:20,1,Rieker - 79633-35- Bordeaux - 39 / BORDEAUX,79633.35 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1636,refunded,31/05/2022 12:09,unfulfilled,,yes,CAD,,0,Standard,31/05/2022 12:09,1,Rieker - 46347-90- Multi - 39 / MULTI,46347.90 -0-0-0,true,true,pending,Rivière-au-tonnerre,QC,CA,Rivière-au-tonnerre,QC,CA,,,,Shopify Payments,137.97,RIEKER,Low,web,,Quebec,Quebec
#1635,paid,29/05/2022 22:05,fulfilled,31/05/2022 17:03,yes,CAD,,0,Standard,29/05/2022 22:05,1,Remonte - D0900-30- Lilas - 36 / LILAS,D0900.30 -0-0-0,true,true,fulfilled,Gatineau,QC,CA,Gatineau,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1634,paid,29/05/2022 19:04,fulfilled,02/06/2022 11:52,yes,CAD,,0,Standard,29/05/2022 19:04,1,Remonte - R1427-12- Bleu - 40 / BLEU,R1427.12 -0-0-0,true,true,fulfilled,Alma,QC,CA,Alma,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1633,paid,29/05/2022 09:06,fulfilled,31/05/2022 17:03,yes,CAD,,0,Standard,29/05/2022 09:06,1,Remonte - R3403-60- Multi - 41 / MULTI,R3403.60 -0-0-0,true,true,fulfilled,Saint-Charles-Borromée,QC,CA,Saint-Charles-Borromée,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1632,paid,29/05/2022 08:28,fulfilled,03/06/2022 12:07,yes,CAD,,0,Standard,29/05/2022 08:28,1,Rieker - 41385-60- Beige - 37 / BEIGE,41385.60 -0-0-0,true,true,fulfilled,Terrebonne,QC,CA,Terrebonne,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1632,,,,,,,,,,29/05/2022 08:28,1,Remonte - D2170-90- Multi - 37 / MULTI,D2170.90 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1631,paid,28/05/2022 22:24,fulfilled,07/06/2022 10:34,yes,CAD,,0,Standard,28/05/2022 22:24,1,Remonte - D2056-90- Multi - 42 / MULTI,D2056.90 -0-0-0,true,true,fulfilled,Notre-Dame-des-Prairies,QC,CA,Notre-Dame-des-Prairies,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#1630,paid,28/05/2022 14:23,fulfilled,03/06/2022 12:07,yes,CAD,,0,Standard,28/05/2022 14:23,1,Remonte - D5825-80- Blanc - 39 / BLANC,D5825.80 -0-0-0,true,true,fulfilled,Chicoutimi,QC,CA,Chicoutimi,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1629,paid,27/05/2022 08:20,fulfilled,30/05/2022 11:54,yes,CAD,,0,Standard,27/05/2022 08:20,1,Rieker - Q0604-31- Multi - MULTI,Q0604.31 -0-0-0,true,true,fulfilled,Notre-Dame-du-Portage,QC,CA,Notre-Dame-du-Portage,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1628,paid,26/05/2022 20:31,fulfilled,30/05/2022 11:52,no,CAD,,0,Standard,26/05/2022 20:31,1,Rieker - L3253-31- Multi - 37 / MULTI,L3253.31 -0-0-0,true,true,fulfilled,Lachute,QC,CA,wenthworth nord,QC,CA,livre 1582 lac lariviere  wenthworth nord,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1627,paid,25/05/2022 16:19,fulfilled,27/05/2022 10:59,yes,CAD,,0,Standard,25/05/2022 16:19,1,Remonte - R3403-14- Bleu - 39 / BLEU,R3403.14 -0-0-0,true,true,fulfilled,Mirabel,QC,CA,Mirabel,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1626,paid,25/05/2022 14:38,fulfilled,27/05/2022 11:00,yes,CAD,,0,Express,25/05/2022 14:38,1,Remonte - D5803-97- Blanc - 40 / BLANC,D5803.97 -0-0-0,true,true,fulfilled,Thetford Mines,QC,CA,Thetford Mines,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1625,paid,25/05/2022 14:13,fulfilled,07/06/2022 11:06,yes,CAD,,0,Standard,25/05/2022 14:13,1,Remonte - R6251-01- Noir - 39 / NOIR,R6251.01 -0-0-0,true,true,fulfilled,Boucherville,QC,CA,Boucherville,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1624,paid,25/05/2022 06:35,fulfilled,07/06/2022 11:07,yes,CAD,,0,Standard,25/05/2022 06:35,1,Remonte - D1812-81- Blanc - 39 / BLANC,D1812.81 -0-0-0,true,true,fulfilled,Rouyn-Noranda,QC,CA,Rouyn-Noranda,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1624,,,,,,,,,,25/05/2022 06:35,1,Rieker - L88W2-80- Blanc - 39 / BLANC,L88W2.80 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1623,paid,24/05/2022 20:58,fulfilled,30/05/2022 11:54,yes,CAD,,0,Standard,24/05/2022 20:58,1,Rieker - 69739-15- Marine - 39 / MARINE,69739.15 -0-0-0,true,true,fulfilled,Mascouche,QC,CA,Mascouche,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1622,paid,24/05/2022 16:53,fulfilled,27/05/2022 11:01,no,CAD,,0,Express,24/05/2022 16:53,1,Rieker - V8151-00- Noir - 38 / NOIR,V8151.00 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#1621,refunded,24/05/2022 09:07,unfulfilled,,yes,CAD,,0,Standard,24/05/2022 09:07,1,Remonte - R3404-01- Noir - 37 / NOIR,R3404.01 -0-0-0,true,true,pending,Port-Menier,QC,CA,Port-Menier,QC,CA,,,,Shopify Payments,155.22,RIEKER,Low,web,,Quebec,Quebec
#1620,paid,23/05/2022 22:01,fulfilled,26/05/2022 12:46,yes,CAD,,0,Standard,23/05/2022 22:01,1,Remonte - D9373-35- Bordeaux - 39 / BORDEAUX,D9373.35 -0-0-0,true,true,fulfilled,Delson,QC,CA,Delson,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1619,paid,22/05/2022 19:00,fulfilled,25/05/2022 17:37,yes,CAD,,0,Express,22/05/2022 19:00,1,Rieker - 68872-00- Noir - 41 / NOIR,68872.00 -0-0-0,true,true,fulfilled,Longueuil,QC,CA,Longueuil,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1618,paid,22/05/2022 13:46,fulfilled,25/05/2022 17:37,no,CAD,,0,Standard,22/05/2022 13:46,1,Rieker - 14300-14- Bleu - 46 / BLEU,14300.14 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1617,paid,21/05/2022 15:11,fulfilled,26/05/2022 12:45,yes,CAD,,0,Standard,21/05/2022 15:11,1,Remonte - R6152-81- Blanc - 36 / BLANC,R6152.81 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1616,refunded,19/05/2022 15:44,unfulfilled,,no,CAD,,0,Standard,19/05/2022 15:44,1,Remonte - D0903-24- Tan - 39 / TAN,D0903.24 -0-0-0,true,true,pending,Montréal,QC,CA,Montréal,QC,CA,,,,Shopify Payments,154.07,RIEKER,Low,web,,Quebec,Quebec
#1615,paid,19/05/2022 08:42,fulfilled,25/05/2022 11:59,yes,CAD,,0,Pick up,19/05/2022 08:42,1,Remonte - R2955-32- Beige - 38 / BEIGE,R2955.32 -0-0-0,true,true,fulfilled,Mont-Royal,QC,CA,,,,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,
#1614,refunded,18/05/2022 22:26,fulfilled,25/05/2022 17:38,yes,CAD,,0,Standard,18/05/2022 22:26,1,Remonte - D3056-24- Brun - 41 / BRUN,D3056.24 -0-0-0,true,true,fulfilled,St-Constant,QC,CA,St-Constant,QC,CA,,,,Shopify Payments,149.47,RIEKER,Low,web,,Quebec,Quebec
#1613,paid,18/05/2022 19:41,fulfilled,20/05/2022 11:40,no,CAD,,0,Standard,18/05/2022 19:41,1,Rieker - L7178-00- Noir - 38 / NOIR,L7178.00 -0-0-0,true,true,fulfilled,Cowansville,QC,CA,Cowansville,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1612,paid,18/05/2022 12:57,fulfilled,25/05/2022 17:38,yes,CAD,,0,Standard,18/05/2022 12:57,1,Remonte - R8762-68- Mais - 40 / MAIS,R8762.68 -0-0-0,true,true,fulfilled,Sherbrooke,QC,CA,Sherbrooke,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1612,,,,,,,,,,18/05/2022 12:57,1,Rieker - Q0515-02- Noir - NOIR,Q0515.02 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1611,paid,17/05/2022 18:23,fulfilled,26/05/2022 13:06,yes,CAD,,0,Pick up,17/05/2022 18:23,1,Remonte - R6574-35- Bordeau - 41 / BORDEAU,R6574.35 -0-0-0,true,true,fulfilled,Laval,QC,CA,,,,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,
#1610,paid,17/05/2022 17:48,fulfilled,20/05/2022 11:41,no,CAD,,0,Standard,17/05/2022 17:48,1,Rieker - 69739-15- Marine - 40 / MARINE,69739.15 -0-0-0,true,true,fulfilled,Sainte-Hélène-de-Bagot,QC,CA,Sainte-Hélène-de-Bagot,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1609,refunded,17/05/2022 16:11,fulfilled,21/05/2022 12:52,yes,CAD,,0,Standard,17/05/2022 16:11,1,Remonte - R3257-12- Jeans - 40 / JEANS,R3257.12 -0-0-0,true,true,fulfilled,Laval,QC,CA,Laval,QC,CA,,,,Shopify Payments,582.07,RIEKER,Low,web,,Quebec,Quebec
#1609,,,,,,,,,,17/05/2022 16:11,1,Remonte - D4063-24- Brun - 40 / BRUN,D4063.24 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1609,,,,,,,,,,17/05/2022 16:11,1,Remonte - D4063-00- Noir - 40 / NOIR,D4063.00 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1609,,,,,,,,,,17/05/2022 16:11,1,Remonte - D4251-14- Marine - 40 / MARINE,D4251.14 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1609,,,,,,,,,,17/05/2022 16:11,1,Remonte - R3257-33- Multi - 40 / MULTI,R3257.33 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1609,,,,,,,,,,17/05/2022 16:11,1,Remonte - D4251-33- Rouge - 40 / ROUGE,D4251.33 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1608,refunded,16/05/2022 14:50,unfulfilled,,yes,CAD,,0,Standard,16/05/2022 14:50,1,Rieker - 62662-02- Noir - 40 / NOIR,62662.02 -0-0-0,true,true,pending,Saint-Laurent,QC,CA,Saint-Laurent,QC,CA,,,,Shopify Payments,252.96,RIEKER,Low,web,,Quebec,Quebec
#1608,,,,,,,,,,16/05/2022 14:50,1,Remonte - R6150-24- Tan - 40 / TAN,R6150.24 -0-0-0,true,true,pending,,,,,,,,,,,,RIEKER,,,,,
#1608,,,,,,,,,,16/05/2022 14:50,1,Rieker - 41750-40- Argent - 40 / ARGENT,41750.40 -0-0-0,true,true,pending,,,,,,,,,,,,RIEKER,,,,,
#1607,paid,15/05/2022 23:16,fulfilled,16/05/2022 17:01,yes,CAD,,0,Standard,15/05/2022 23:16,1,Remonte - D5821-12- Bleu - 39 / BLEU,D5821.12 -0-0-0,true,true,fulfilled,Montmagny,QC,CA,Montmagny,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1606,paid,15/05/2022 10:24,fulfilled,16/05/2022 17:03,yes,CAD,,0,Express,15/05/2022 10:24,1,Rieker - 62468-33- Rouge - 40 / ROUGE,62468.33 -0-0-0,true,true,fulfilled,Saint-Eustache,QC,CA,Saint-Eustache,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1605,paid,14/05/2022 12:52,fulfilled,16/05/2022 17:02,yes,CAD,,0,Standard,14/05/2022 12:52,1,Remonte - R1417-33- Rouge - 39 / ROUGE,R1417.33 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1604,partially_refunded,14/05/2022 12:27,fulfilled,19/05/2022 11:59,yes,CAD,,0,Standard,14/05/2022 12:27,1,Remonte - D2052-68- Multi - 41 / MULTI,D2052.68 -0-0-0,true,true,fulfilled,Notre-Dame-des-Prairies,QC,CA,Notre-Dame-des-Prairies,QC,CA,,,,PayPal Express Checkout,91.98,RIEKER,Low,web,,Quebec,Quebec
#1603,paid,13/05/2022 08:01,fulfilled,16/05/2022 17:01,yes,CAD,,0,Standard,13/05/2022 08:01,1,Remonte - D8786-04- Non coloré - 39,D8786.04 -0-0-0,true,true,fulfilled,Laval,QC,CA,Laval,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1603,,,,,,,,,,13/05/2022 08:01,1,Remonte - R6251-01- Noir - 39 / NOIR,R6251.01 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1603,,,,,,,,,,13/05/2022 08:01,1,Remonte - D7647-02- Noir - 39 / NOIR,D7647.02 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1602,refunded,12/05/2022 18:31,unfulfilled,,yes,CAD,,0,Standard,12/05/2022 18:31,1,Rieker - V7272-80- Blanc - 40 / BLANC,V7272.80 -0-0-0,true,true,pending,Montréal,QC,CA,Montréal,QC,CA,,,,Shopify Payments,83.94,RIEKER,Low,web,,Quebec,Quebec
#1601,paid,12/05/2022 18:10,fulfilled,19/05/2022 12:00,yes,CAD,,0,Standard,12/05/2022 18:10,1,Rieker - N6303-64- Multi - 36 / MULTI,N6303.64 -0-0-0,true,true,fulfilled,Les Méchins,QC,CA,Les Méchins,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#1600,paid,12/05/2022 13:21,fulfilled,18/05/2022 12:29,yes,CAD,,0,Standard,12/05/2022 13:21,1,Rieker - L7543-69- Mais - 38 / MAIS,L7543.69 -0-0-0,true,true,fulfilled,Rouyn-Noranda,QC,CA,Rouyn-Noranda,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#1599,paid,12/05/2022 13:20,fulfilled,19/05/2022 11:59,no,CAD,,0,Standard,12/05/2022 13:20,1,Remonte - R6252-80- Blanc - 40 / BLANC,R6252.80 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1598,paid,12/05/2022 11:04,fulfilled,15/05/2022 14:59,yes,CAD,,0,Standard,12/05/2022 11:04,1,Remonte - R1402-94- Multi - 38 / MULTI,R1402.94 -0-0-0,true,true,fulfilled,st-leon de standon ,QC,CA,st-leon de standon ,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1597,paid,12/05/2022 10:15,fulfilled,15/05/2022 15:00,no,CAD,,0,Express,12/05/2022 10:15,1,Remonte - R7628-36- Bordeaux - 38 / BORDEAUX,R7628.36 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1596,paid,12/05/2022 09:48,fulfilled,15/05/2022 14:59,yes,CAD,,0,Standard,12/05/2022 09:48,1,Rieker - N22M6-00- Noir - 41 / NOIR,N22M6.00 -0-0-0,true,true,fulfilled,Lac Beauport,QC,CA,Lac Beauport,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#1595,paid,11/05/2022 21:01,fulfilled,15/05/2022 15:01,yes,CAD,,0,Standard,11/05/2022 21:01,1,Rieker - B5267-14- Marine - 41 / MARINE,B5267.14 -0-0-0,true,true,fulfilled,Côte Saint-Luc,QC,CA,Côte Saint-Luc,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1594,paid,11/05/2022 11:58,fulfilled,18/05/2022 12:30,yes,CAD,,0,Standard,11/05/2022 11:58,1,Rieker - 47156-43- Non coloré - 37,47156.43 -0-0-0,true,true,fulfilled,Saint-Jean-sur-Richelieu,QC,CA,Saint-Jean-sur-Richelieu,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1593,refunded,11/05/2022 10:04,unfulfilled,,yes,CAD,,0,Pick up,11/05/2022 10:04,1,Remonte - D3851-12- Bleu - 39 / BLEU,D3851.12 -0-0-0,true,true,pending,Thorburn,NS,CA,,,,,,13/05/2022 14:24,PayPal Express Checkout,137.97,RIEKER,Low,web,,Nova Scotia,
#1592,paid,11/05/2022 09:00,fulfilled,16/05/2022 11:56,yes,CAD,,0,Standard,11/05/2022 09:00,1,Rieker - V38F9-00- Noir - 39 / NOIR,V38F9.00 -0-0-0,true,true,fulfilled,Repentigny,QC,CA,Repentigny,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1591,paid,10/05/2022 22:43,fulfilled,12/05/2022 13:26,yes,CAD,,0,Standard,10/05/2022 22:43,1,Remonte - R6851-90- Multi - 40 / MULTI,R6851.90 -0-0-0,true,true,fulfilled,Montreal,QC,CA,Montreal,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1591,,,,,,,,,,10/05/2022 22:43,1,Rieker - 41385-60- Beige - 40 / BEIGE,41385.60 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1590,paid,10/05/2022 22:36,fulfilled,12/05/2022 13:22,no,CAD,,0,Pick up,10/05/2022 22:36,1,Rieker - V38F9-00- Noir - 39 / NOIR,V38F9.00 -0-0-0,true,true,fulfilled,Montréal,QC,CA,,,,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,
#1589,paid,10/05/2022 21:03,fulfilled,12/05/2022 13:24,yes,CAD,,0,Standard,10/05/2022 21:03,1,Rieker - M0566-40- Gris - 40 / GRIS,M0566.40 -0-0-0,true,true,fulfilled,Pointe-Aux-Trembles,QC,CA,Pointe-Aux-Trembles,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1588,paid,10/05/2022 18:47,fulfilled,12/05/2022 13:25,yes,CAD,,0,Standard,10/05/2022 18:47,1,Rieker - 46468-24- Brun - 37 / BRUN,46468.24 -0-0-0,true,true,fulfilled,Brownsburg-Chatham,QC,CA,Brownsburg-Chatham,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1588,,,,,,,,,,10/05/2022 18:47,1,Rieker - 659C7-00- Noir - 36 / NOIR,659C7.00 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1587,paid,10/05/2022 18:00,fulfilled,12/05/2022 13:25,yes,CAD,,0,Standard,10/05/2022 18:00,1,Remonte - R3510-15- Marine - 41 / MARINE,R3510.15 -0-0-0,true,true,fulfilled,Longueuil,QC,CA,Longueuil,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1586,paid,10/05/2022 16:33,fulfilled,12/05/2022 13:26,yes,CAD,,0,Standard,10/05/2022 16:33,1,Remonte - D7638-90- Blanc - 39 / BLANC,D7638.90 -0-0-0,true,true,fulfilled,Laval,QC,CA,Laval,QC,CA,S.V.P. Mettre une langue à chaussure (courte).,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1586,,,,,,,,,,10/05/2022 16:33,1,Remonte - D2757-90- Multi - 39 / MULTI,D2757.90 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1585,paid,10/05/2022 15:21,fulfilled,18/05/2022 12:29,yes,CAD,,0,Standard,10/05/2022 15:21,1,Remonte - R3430-31- Rose - 40 / ROSE,R3430.31 -0-0-0,true,true,fulfilled,MIRABEL,QC,CA,Rosemère,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1585,,,,,,,,,,10/05/2022 15:21,1,Remonte - D3655-01- Noir - 39 / NOIR,D3655.01 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1584,paid,09/05/2022 22:29,fulfilled,12/05/2022 13:24,yes,CAD,,0,Standard,09/05/2022 22:29,1,Rieker - Q0515-02- Noir - NOIR,Q0515.02 -0-0-0,true,true,fulfilled,Drummondville,QC,CA,Drummondville,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1583,partially_refunded,09/05/2022 22:16,fulfilled,18/05/2022 12:29,yes,CAD,,0,Standard,09/05/2022 22:16,1,Remonte - R3402-52- Vert - 37 / VERT,R3402.52 -0-0-0,true,true,fulfilled,Saint-Georges,QC,CA,Saint-Georges,QC,CA,,,,Shopify Payments,19.14,RIEKER,Low,web,,Quebec,Quebec
#1583,,,,,,,,,,09/05/2022 22:16,1,Remonte - R1402-13- Multi - 37 / MULTI,R1402.13 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1582,paid,09/05/2022 19:58,fulfilled,12/05/2022 13:26,no,CAD,,0,Standard,09/05/2022 19:58,1,Remonte - R1402-94- Multi - 39 / MULTI,R1402.94 -0-0-0,true,true,fulfilled,Waterloo,QC,CA,Waterloo,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1581,paid,09/05/2022 11:51,fulfilled,16/05/2022 11:58,yes,CAD,,0,Standard,09/05/2022 11:51,1,Rieker - 44271-00- Noir - 42 / NOIR,44271.00 -0-0-0,true,true,fulfilled,Sept-Îles,QC,CA,Sept-Îles,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1580,refunded,09/05/2022 08:32,unfulfilled,,yes,CAD,,0,Standard,09/05/2022 08:32,1,Remonte - D4251-14- Marine - 38 / MARINE,D4251.14 -0-0-0,true,true,pending,Lévis,QC,CA,Lévis,QC,CA,,,,Shopify Payments,78.19,RIEKER,Low,web,,Quebec,Quebec
#1579,paid,08/05/2022 16:41,fulfilled,16/05/2022 11:57,yes,CAD,,0,Standard,08/05/2022 16:41,1,Remonte - R6251-22- Brun - 39 / BRUN,R6251.22 -0-0-0,true,true,fulfilled,Cowansville,QC,CA,Cowansville,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1578,paid,08/05/2022 12:16,fulfilled,16/05/2022 11:57,yes,CAD,,0,Standard,08/05/2022 12:16,1,Rieker - 79633-35- Bordeaux - 38 / BORDEAUX,79633.35 -0-0-0,true,true,fulfilled,Petite RIviere St Francois,QC,CA,Petite RIviere St Francois,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1578,,,,,,,,,,08/05/2022 12:16,1,Remonte - D4871-35- Bordeaux - 39 / BORDEAUX,D4871.35 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1577,paid,08/05/2022 09:44,fulfilled,12/05/2022 13:23,no,CAD,,0,Standard,08/05/2022 09:44,1,Rieker - L59A1-40- Gris - 38 / GRIS,L59A1.40 -0-0-0,true,true,fulfilled,Warwick,QC,CA,Warwick,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1576,refunded,08/05/2022 08:35,fulfilled,14/05/2022 10:10,yes,CAD,,0,Pick up,08/05/2022 08:35,1,Rieker - Z4243-36- Bordeaux - 38 / BORDEAUX,Z4243.36 -0-0-0,true,true,fulfilled,Montréal,QC,CA,,,,,,,Shopify Payments,119.57,RIEKER,Low,web,,Quebec,
#1575,paid,07/05/2022 17:51,fulfilled,11/05/2022 11:36,yes,CAD,,0,Standard,07/05/2022 17:51,1,Remonte - R8481-40- Gris - 37 / GRIS,R8481.40 -0-0-0,true,true,fulfilled,Sainte-Agathe-des-Monts,QC,CA,Sainte-Agathe-des-Monts,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#1574,paid,07/05/2022 11:07,fulfilled,11/05/2022 11:35,yes,CAD,,0,Standard,07/05/2022 11:07,1,Remonte - R4450-14- Bleu - 39 / BLEU,R4450.14 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1573,refunded,06/05/2022 15:57,fulfilled,18/05/2022 10:10,yes,CAD,,0,Pick up,06/05/2022 15:57,1,Rieker - 13572-00- Noir - 41 / NOIR,13572.00 -0-0-0,true,true,fulfilled,Montreal,QC,CA,,,,,,,PayPal Express Checkout,266.17,RIEKER,Low,web,,Quebec,
#1573,,,,,,,,,,06/05/2022 15:57,1,Rieker - 13571-00- Noir - 41 / NOIR,13571.00 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1572,partially_refunded,06/05/2022 09:31,fulfilled,09/05/2022 16:12,yes,CAD,,0,Standard,06/05/2022 09:31,1,Remonte - R1426-01- Noir - 38 / NOIR,R1426.01 -0-0-0,true,true,fulfilled,Salaberry-de-Valleyfield,QC,CA,Salaberry-de-Valleyfield,QC,CA,,,,PayPal Express Checkout,160.97,RIEKER,Low,web,,Quebec,Quebec
#1572,,,,,,,,,,06/05/2022 09:31,1,Rieker - N42V1-90- Multi - 38 / MULTI,N42V1.90 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#1571,paid,05/05/2022 19:05,fulfilled,11/05/2022 11:36,no,CAD,,0,Standard,05/05/2022 19:05,1,Remonte - D2401-12- Bleu - 39 / BLEU,D2401.12 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#1570,paid,05/05/2022 14:04,fulfilled,09/05/2022 16:12,yes,CAD,,0,Standard,05/05/2022 14:04,1,Rieker - 38433-25- Brun - 42 / BRUN,38433.25 -0-0-0,true,true,fulfilled,Baie Comeau,QC,CA,Baie Comeau,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#1569,refunded,05/05/2022 11:07,fulfilled,10/05/2022 10:07,yes,CAD,,0,Pick up,05/05/2022 11:07,1,Remonte - R2955-02- Noir - 40 / NOIR,R2955.02 -0-0-0,true,true,fulfilled,Montréal-nord ,QC,CA,,,,,,,Shopify Payments,137.97,RIEKER,Low,web,,Quebec,
